Member Name,Record Type,Date,Award,Award Type,Rank,Role,Source File
Brendo,Promotion/Role,25 August 2025,,,Flight Leader,Flight Commander,Brendo.png
Brendo,Promotion/Role,04 October 2024,,,Flight Lieutenant,Pilot,Brendo.png
Brendo,Promotion/Role,02 August 2025,,,Flying Officer,Pilot,Brendo.png
Brendo,Promotion/Role,11 September 2024,,,Officer Cadet,Trainee Pilot,Brendo.png
Brendo,Promotion/Role,25 November 2024,,,Pilot Officer,Pilot,Brendo.png
Brendo,Promotion/Role,06 May 2024,,,Private,Reservist,Brendo.png
Brendo,Promotion/Role,27 April 2024,,,Recruit,Reservist,Brendo.png
Brendo,Promotion/Role,17 February 2026,,,Senior Lieutenant,Pilot,Brendo.png
Brendo,Promotion/Role,04 October 2025,,,Squadron Leader,Flight Commander,Brendo.png
Brendo,Promotion/Role,06 December 2025,,,Wing Commander,Flight Commander,Brendo.png
Brendo,Promotion/Role,17 February 2026,,,Wing Commander,Flight 2IC,Brendo.png
Brolof,Award,20 July 2024,1 Year Service Citation,Service Citation,,,Brolof1.png
Brolof,Award,02 August 2025,2 Year Service Citation,Service Citation,,,Brolof1.png
Brolof,Award,07 April 2024,Campaign Medallion,Operational Service Citation,,,Brolof1.png
Brolof,Award,07 June 2025,"Campaign Medallion, First Clasp",Operational Service Citation,,,Brolof1.png
Brolof,Award,06 December 2025,"Campaign Medallion, Second Clasp",Operational Service Citation,,,Brolof1.png
Brolof,Promotion/Role,17 January 2023,,,Corporal,Section Commander,Brolof2.png
Brolof,Promotion/Role,15 November 2025,,,Distinguished Game Master,Game Master,Brolof2.png
Brolof,Promotion/Role,19 April 2024,,,Lance Corporal,FireTeam Leader,Brolof2.png
Brolof,Promotion/Role,29 August 2024,,,Officer Cadet,Trainee Pilot,Brolof2.png
Brolof,Promotion/Role,08 July 2023,,,Private,Reservist,Brolof2.png
Brolof,Promotion/Role,04 August 2023,,,Private,Section Medic,Brolof2.png
Brolof,Promotion/Role,22 January 2024,,,Private,Reservist,Brolof2.png
Brolof,Promotion/Role,09 March 2024,,,Private Proficient,Medic,Brolof2.png
Brolof,Promotion/Role,15 July 2024,,,Private Proficient,Reservist,Brolof2.png
Brolof,Promotion/Role,08 September 2024,,,Private Proficient,Reservist,Brolof2.png
Brolof,Promotion/Role,23 June 2023,,,Recruit,Reservist,Brolof2.png
Brolof,Promotion/Role,22 February 2026,,,Sergeant-at-Arms,Platoon Sergeant,Brolof2.png
Brolof,Promotion/Role,15 September 2024,,,Trooper Proficient,Crewman,Brolof2.png
Brolof,Promotion/Role,07 September 2025,,,Warrant Officer Class One,Company Sergeant Major,Brolof2.png
Brolof,Promotion/Role,30 November 2024,,,Warrant Officer Class Two,Company Sergeant Major,Brolof2.png
Bumble,Promotion/Role,22 May 2026,,,Recruit,Reservist,Bumble.png
Bunji,Promotion/Role,07 October 2025,,,Private,Reservist,Bunji.png
Bunji,Promotion/Role,20 September 2025,,,Recruit,Reservist,Bunji.png
Carl,Award,07 March 2026,1 Year Service Citation,Service Citation,,,Carl.png
Carl,Award,07 September 2025,Campaign Medallion,Operational Service Citation,,,Carl.png
Carl,Award,03 April 2026,"Campaign Medallion, First Clasp",Operational Service Citation,,,Carl.png
Carl,Promotion/Role,10 November 2025,,,Junior Corporal,Section Commander,Carl.png
Carl,Promotion/Role,14 February 2025,,,Private,Reservist,Carl.png
Carl,Promotion/Role,12 February 2025,,,Recruit,Reservist,Carl.png
Carl,Promotion/Role,18 April 2025,,,Sapper,Sapper,Carl.png
Carl,Promotion/Role,07 September 2025,,,Sapper Proficient,Sapper,Carl.png
Cheeseye,Award,01 October 2023,1 Year Service Citation,Service Citation,,,Cheeseye.png
Cheeseye,Award,02 November 2024,2 Year Service Citation,Service Citation,,,Cheeseye.png
Cheeseye,Award,07 May 2023,Campaign Medallion,Operational Service Citation,,,Cheeseye.png
Cheeseye,Award,10 December 2023,"Campaign Medallion, First Clasp",Operational Service Citation,,,Cheeseye.png
Cheeseye,Award,07 September 2025,"Campaign Medallion, Fourth Clasp",Operational Service Citation,,,Cheeseye.png
Cheeseye,Award,02 June 2024,"Campaign Medallion, Second Clasp",Operational Service Citation,,,Cheeseye.png
Cheeseye,Award,09 March 2025,"Campaign Medallion, Third Clasp",Operational Service Citation,,,Cheeseye.png
Cheeseye,Award,04 October 2025,Year Service Citation,Operational Service Citation,,,Cheeseye.png
Cheeseye,Promotion/Role,08 October 2022,,,Private,Machine Gunner,Cheeseye.png
Cheeseye,Promotion/Role,14 February 2023,,,Private,Rifleman (CFA),Cheeseye.png
Cheeseye,Promotion/Role,02 April 2023,,,Private Proficient,Rifleman (CFA),Cheeseye.png
Cheeseye,Promotion/Role,01 October 2022,,,Recruit,Reservist,Cheeseye.png
Cheeseye,Promotion/Role,07 June 2025,,,Senior Leading Private,Rifleman (CFA),Cheeseye.png
Cheeseye,Promotion/Role,16 November 2024,,,Senior Private,Rifleman (CFA),Cheeseye.png
Chef,Award,02 November 2025,1 Year Service Citation,Period of Service Citation,,,Chef.png
Chef,Award,02 August 2025,Campaign Medallion,Operational Service Citation,,,Chef.png
Chef,Award,07 March 2026,"Campaign Medallion, First Clasp",Operational Service Citation,,,Chef.png
Chef,Promotion/Role,30 April 2025,,,Flight Leader,Flight 2IC,Chef.png
Chef,Promotion/Role,24 February 2026,,,Flight Leader,Flight Commander,Chef.png
Chef,Promotion/Role,08 December 2024,,,Pilot Officer,Pilot,Chef.png
Chef,Promotion/Role,04 November 2024,,,Private,Reservist,Chef.png
Chef,Promotion/Role,03 November 2024,,,Recruit,Reservist,Chef.png
CJ,Award,11 February 2026,1 Year Service Citation,Service Citation,,,CJ.png
CJ,Promotion/Role,04 August 2025,,,Junior Lance Corporal,Fireteam Leader,CJ.png
CJ,Promotion/Role,27 June 2025,,,Private,Reservist,CJ.png
CJ,Promotion/Role,06 July 2025,,,Private,Machine Gunner,CJ.png
CJ,Promotion/Role,19 June 2025,,,Recruit,Reservist,CJ.png
Coffee,Award,06 December 2025,Campaign Medallion,Operational Service Citation,,,Coffee.png
Coffee,Promotion/Role,18 June 2025,,,Aircraftsman,Aircrewman,Coffee.png
Coffee,Promotion/Role,04 October 2025,,,Leading Aircraftsman,Aircrewman,Coffee.png
Coffee,Promotion/Role,11 February 2026,,,Loadmaster,Aircrewman,Coffee.png
Coffee,Promotion/Role,30 March 2026,,,Loadmaster,Section Supervisor,Coffee.png
Coffee,Promotion/Role,23 May 2025,,,Private,Reservist,Coffee.png
Coffee,Promotion/Role,04 May 2025,,,Recruit,Reservist,Coffee.png
Conboy,Award,30 July 2023,1 Year Service Citation,Service Citation,,,Conboy1.png
Conboy,Award,21 July 2024,2 Year Service Citation,Service Citation,,,Conboy1.png
Conboy,Award,02 August 2025,3 Year Service Citation,Service Citation,,,Conboy1.png
Conboy,Award,29 September 2024,Bronze Soldier Medallion,Non-Operational Award,,,Conboy1.png
Conboy,Award,12 February 2023,Campaign Medallion,Operational Service Citation,,,Conboy1.png
Conboy,Award,02 September 2023,"Campaign Medallion, First Clasp",Operational Service Citation,,,Conboy1.png
Conboy,Award,02 August 2025,"Campaign Medallion, Fourth Clasp",Operational Service Citation,,,Conboy1.png
Conboy,Award,02 June 2024,"Campaign Medallion, Second Clasp",Operational Service Citation,,,Conboy1.png
Conboy,Award,02 November 2024,"Campaign Medallion, Third Clasp",Operational Service Citation,,,Conboy1.png
Conboy,Promotion/Role,17 October 2022,,,Corporal,Crew Commander,Conboy2.png
Conboy,Promotion/Role,15 December 2023,,,Lieutenant,Troop Commander,Conboy2.png
Conboy,Promotion/Role,02 August 2025,,,Lieutenant,Troop Commander,Conboy2.png
Conboy,Promotion/Role,15 December 2023,,,Officer Cadet,Troop Commander,Conboy2.png
Conboy,Promotion/Role,28 June 2022,,,Recruit,Reservist,Conboy2.png
Conboy,Promotion/Role,02 July 2022,,,Recruit,Trooper/Driver,Conboy2.png
Conboy,Promotion/Role,28 November 2024,,,Second Lieutenant,Troop Commander,Conboy2.png
Conboy,Promotion/Role,02 November 2025,,,Senior Lieutenant,Troop Commander,Conboy2.png
Conboy,Promotion/Role,21 January 2023,,,Sergeant,Troop Commander,Conboy2.png
Conboy,Promotion/Role,27 July 2022,,,Trooper,Trooper/Driver,Conboy2.png
Conboy,Promotion/Role,06 August 2022,,,Trooper,Crewman,Conboy2.png
Conway,Award,07 September 2024,1 Year Service Citation,Service Citation,,,Conway.png
Conway,Award,07 September 2025,2 Year Service Citation,Service Citation,,,Conway.png
Conway,Award,07 September 2024,Campaign Medallion,Operational Service Citation,,,Conway.png
Conway,Award,02 August 2025,"Campaign Medallion, First Clasp",Operational Service Citation,,,Conway.png
Conway,Award,03 April 2026,"Campaign Medallion, Second Clasp",Operational Service Citation,,,Conway.png
Conway,Promotion/Role,05 April 2025,,,Leading Private,Machinegunner,Conway.png
Conway,Promotion/Role,26 August 2023,,,Private,Reservist,Conway.png
Conway,Promotion/Role,26 September 2023,,,Private,Machinegunner,Conway.png
Conway,Promotion/Role,02 March 2024,,,Private Proficient,Machinegunner,Conway.png
Conway,Promotion/Role,21 February 2025,,,Private Proficient,Machinegunner,Conway.png
Conway,Promotion/Role,06 August 2023,,,Recruit,Reservist,Conway.png
Conway,Promotion/Role,06 December 2025,,,Senior Private,Machinegunner,Conway.png
Crimp,Award,11 February 2026,1 Year Service Citation,Period of Service Citation,,,Crimp.png
Crimp,Award,07 September 2025,Campaign Medallion,Operational Service Citation,,,Crimp.png
Crimp,Promotion/Role,14 February 2025,,,Private,Reservist,Crimp.png
Crimp,Promotion/Role,10 March 2025,,,Private,Medium Anti-Tank,Crimp.png
Crimp,Promotion/Role,02 August 2025,,,Private Proficient,Medium Anti-Tank,Crimp.png
Crimp,Promotion/Role,06 February 2026,,,Private Proficient,Reservist,Crimp.png
Crimp,Promotion/Role,18 January 2025,,,Recruit,Reservist,Crimp.png
Crow,Promotion/Role,19 November 2025,,,Private,Reservist,Crow.png
Crow,Promotion/Role,17 November 2025,,,Recruit,Reservist,Crow.png
Cyrus,Promotion/Role,19 November 2025,,,Private,Reservist,Cyrus.png
Cyrus,Promotion/Role,25 April 2026,,,Private Proficient,Reservist,Cyrus.png
Cyrus,Promotion/Role,22 October 2025,,,Recruit,Reservist,Cyrus.png
Dab,Award,01 October 2023,1 Year Service Citation,Service Citation,,,Dab1.png
Dab,Award,02 November 2024,2 Year Service Citation,Service Citation,,,Dab1.png
Dab,Award,04 October 2025,3 Year Service Citation,Service Citation,,,Dab1.png
Dab,Award,30 July 2023,Campaign Medallion,Operational Service Citation,,,Dab1.png
Dab,Award,02 March 2024,"Campaign Medallion, First Clasp",Operational Service Citation,,,Dab1.png
Dab,Award,02 November 2025,"Campaign Medallion, Fourth Clasp",Operational Service Citation,,,Dab1.png
Dab,Award,07 September 2024,"Campaign Medallion, Second Clasp",Operational Service Citation,,,Dab1.png
Dab,Award,05 April 2025,"Campaign Medallion, Third Clasp",Operational Service Citation,,,Dab1.png
Dab,Promotion/Role,06 October 2023,,,Corporal,Section Commander,Dab2.png
Dab,Promotion/Role,30 April 2023,,,Lance Corporal,Fireteam Leader,Dab2.png
Dab,Promotion/Role,08 October 2022,,,Private,Reservist,Dab2.png
Dab,Promotion/Role,10 October 2022,,,Private,Medium Anti-Tank,Dab2.png
Dab,Promotion/Role,02 April 2023,,,Private Proficient,Medium Anti-Tank,Dab2.png
Dab,Promotion/Role,14 April 2024,,,Private Proficient,Reservist,Dab2.png
Dab,Promotion/Role,02 October 2024,,,Private Proficient,Medium Anti-Tank,Dab2.png
Dab,Promotion/Role,01 October 2022,,,Recruit,Reservist,Dab2.png
Dab,Promotion/Role,04 October 2025,,,Senior Leading Private,Medium Anti-Tank,Dab2.png
Dab,Promotion/Role,25 January 2026,,,Senior Leading Private,Reservist,Dab2.png
Dab,Promotion/Role,16 November 2024,,,Senior Private,Medium Anti-Tank,Dab2.png
Dajame,Award,07 March 2026,1 Year Service Citation,Service Citation,,,Dajame.png
Dajame,Promotion/Role,21 February 2025,,,Private,Reservist,Dajame.png
Dajame,Promotion/Role,29 March 2025,,,Private,Rifleman/Driver,Dajame.png
Dajame,Promotion/Role,11 August 2025,,,Private,Reservist,Dajame.png
Dajame,Promotion/Role,04 October 2025,,,Private Proficient,Reservist,Dajame.png
Dajame,Promotion/Role,17 February 2025,,,Recruit,Reservist,Dajame.png
DamagedGoods,Award,11 February 2026,1 Year Service Citation,Period of Service Citation,,,DamagedGoods.png
DamagedGoods,Promotion/Role,14 February 2025,,,Private,Reservist,DamagedGoods.png
DamagedGoods,Promotion/Role,02 August 2025,,,Private Proficient,Reservist,DamagedGoods.png
DamagedGoods,Promotion/Role,19 January 2025,,,Recruit,Reservist,DamagedGoods.png
Danno,Award,11 February 2026,1 Year Service Citation,Period of Service Citation,,,Danno.png
Danno,Promotion/Role,24 August 2025,,,Junior Lance Corporal,Fireteam Leader,Danno.png
Danno,Promotion/Role,11 June 2025,,,Private,Machinegunner,Danno.png
Danno,Promotion/Role,02 August 2025,,,Private Proficient,Machinegunner,Danno.png
Danno,Promotion/Role,30 January 2025,,,Recruit,Reservist,Danno.png
Danno,Promotion/Role,30 January 2025,,,Recruit,Machinegunner,Danno.png
Dave,Promotion/Role,14 December 2025,,,Recruit,Reservist,Dave.png
Dawn,Award,11 February 2026,1 Year of Service Citation,Period of Service Citation,,,Dawn.png
Dawn,Award,07 September 2025,Campaign Medallion,Operational Service Citation,,,Dawn.png
Dawn,Promotion/Role,27 September 2025,,,Junior Lance Corporal,Fireteam Leader,Dawn.png
Dawn,Promotion/Role,11 February 2026,,,Lance Corporal,Fireteam Leader,Dawn.png
Dawn,Promotion/Role,27 April 2026,,,Leading Private,Reservist,Dawn.png
Dawn,Promotion/Role,21 January 2025,,,Private,Reservist,Dawn.png
Dawn,Promotion/Role,17 March 2025,,,Private,Machine Gunner,Dawn.png
Dawn,Promotion/Role,02 August 2025,,,Private Proficient,Machine Gunner,Dawn.png
Dawn,Promotion/Role,17 January 2025,,,Recruit,Reservist,Dawn.png
Dempsey,Award,29 May 2022,1 Year Service Citation,Period of Service Citation,,,Dempsey1.png
Dempsey,Award,04 June 2023,2 Year Service Citation,Period of Service Citation,,,Dempsey1.png
Dempsey,Award,20 July 2024,3 Year Service Citation,Period of Service Citation,,,Dempsey1.png
Dempsey,Award,14 November 2021,Campaign Medallion,Operational Service Citation,,,Dempsey1.png
Dempsey,Award,18 September 2022,"Campaign Medallion, First Clasp",Operational Service Citation,,,Dempsey1.png
Dempsey,Award,02 June 2024,"Campaign Medallion, Fourth Clasp",Operational Service Citation,,,Dempsey1.png
Dempsey,Award,04 June 2023,"Campaign Medallion, Second Clasp",Operational Service Citation,,,Dempsey1.png
Dempsey,Award,02 November 2023,"Campaign Medallion, Third Clasp",Operational Service Citation,,,Dempsey1.png
Dempsey,Award,06 June 2023,Group Development Award,Non-Operational Award,,,Dempsey1.png
Dempsey,Promotion/Role,07 August 2022,,,Corporal,Section Commander,Dempsey2.png
Dempsey,Promotion/Role,20 May 2022,,,Lance Corporal,Fireteam Leader,Dempsey2.png
Dempsey,Promotion/Role,10 May 2026,,,Lance Corporal,Fireteam Leader,Dempsey2.png
Dempsey,Promotion/Role,09 July 2023,,,Lieutenant,Platoon Commander,Dempsey2.png
Dempsey,Promotion/Role,30 August 2021,,,Private,Reservist,Dempsey2.png
Dempsey,Promotion/Role,02 June 2024,,,Private Proficient,Reservist,Dempsey2.png
Dempsey,Promotion/Role,29 May 2021,,,Recruit,Reservist,Dempsey2.png
Dempsey,Promotion/Role,09 December 2025,,,Senior Private,Reservist,Dempsey2.png
Dempsey,Promotion/Role,06 February 2026,,,Senior Private,Machinegunner,Dempsey2.png
Dennis,Award,20 August 2021,1 Year Service Citation,Service Citation,,,Dennis1.png
Dennis,Award,04 September 2022,2 Year Service Citation,Service Citation,,,Dennis1.png
Dennis,Award,02 September 2023,3 Year Service Citation,Service Citation,,,Dennis1.png
Dennis,Award,18 April 2021,Campaign Medallion,Operational Service Citation,,,Dennis1.png
Dennis,Award,07 April 2024,"Campaign Medallion Tier 2, First Clasp",Operational Service Citation,,,Dennis1.png
Dennis,Award,06 December 2025,"Campaign Medallion Tier 2, Fourth Clasp",Operational Service Citation,,,Dennis1.png
Dennis,Award,07 September 2024,"Campaign Medallion Tier 2, Second Clasp",Operational Service Citation,,,Dennis1.png
Dennis,Award,07 June 2025,"Campaign Medallion Tier 2, Third Clasp",Operational Service Citation,,,Dennis1.png
Dennis,Award,24 October 2021,"Campaign Medallion, First Clasp",Operational Service Citation,,,Dennis1.png
Dennis,Award,02 September 2023,"Campaign Medallion, Fourth Clasp",Operational Service Citation,,,Dennis1.png
Dennis,Award,22 May 2022,"Campaign Medallion, Second Clasp",Operational Service Citation,,,Dennis1.png
Dennis,Award,04 December 2022,"Campaign Medallion, Third Clasp",Operational Service Citation,,,Dennis1.png
Dennis,Award,07 September 2024,Long Term Service Citation,Service Citation,,,Dennis1.png
Dennis,Promotion/Role,20 August 2020,,,Lance Corporal,Fireteam Leader,Dennis2.png
Dennis,Promotion/Role,20 May 2022,,,Lance Corporal,Fireteam Leader,Dennis2.png
Dennis,Promotion/Role,20 August 2020,,,Private,Rifleman,Dennis2.png
Dennis,Promotion/Role,11 August 2021,,,Private Proficient,Driver / Rifleman,Dennis2.png
Dennis,Promotion/Role,17 November 2023,,,Private Proficient,Driver / Rifleman,Dennis2.png
Dennis,Promotion/Role,16 November 2024,,,Senior Leading Private,Driver / Rifleman,Dennis2.png
Drives,Award,05 November 2023,1 Year Service Citation,Service Citation,,,Drives.png
Drives,Award,02 November 2024,2 Year Service Citation,Service Citation,,,Drives.png
Drives,Award,02 November 2025,3 Year Service Citation,Service Citation,,,Drives.png
Drives,Award,30 July 2023,Campaign Medallion,Operational Service Citation,,,Drives.png
Drives,Promotion/Role,17 March 2023,,,Corporal,Section Commander,Drives.png
Drives,Promotion/Role,15 January 2023,,,Lance Corporal,Fireteam Leader,Drives.png
Drives,Promotion/Role,06 December 2023,,,Leading Private,Reservist,Drives.png
Drives,Promotion/Role,03 November 2022,,,Private,Reservist,Drives.png
Drives,Promotion/Role,06 November 2022,,,Private,Machine Gunner,Drives.png
Drives,Promotion/Role,28 September 2023,,,Private Proficient,Reservist,Drives.png
Drives,Promotion/Role,29 October 2022,,,Recruit,Reservist,Drives.png
Duros,Award,10 December 2023,1 Year Service Citation,Service Citation,,,Duros1.png
Duros,Award,30 November 2024,2 Year Service Citation,Service Citation,,,Duros1.png
Duros,Award,06 December 2025,3 Year Service Citation,Service Citation,,,Duros1.png
Duros,Award,04 June 2023,Campaign Medallion,Operational Service Citation,,,Duros1.png
Duros,Award,07 April 2024,"Campaign Medallion, First Clasp",Operational Service Citation,,,Duros1.png
Duros,Award,02 November 2025,"Campaign Medallion, Fourth Clasp",Operational Service Citation,,,Duros1.png
Duros,Award,07 September 2024,"Campaign Medallion, Second Clasp",Operational Service Citation,,,Duros1.png
Duros,Award,07 June 2025,"Campaign Medallion, Third Clasp",Operational Service Citation,,,Duros1.png
Duros,Award,25 June 2023,Gallantry Award,Operational Award,,,Duros1.png
Duros,Promotion/Role,22 November 2024,,,Lance Corporal Proficient,Fireteam Leader,Duros2.png
Duros,Promotion/Role,10 March 2025,,,Lance Corporal Proficient,Fireteam Leader,Duros2.png
Duros,Promotion/Role,05 April 2025,,,Leading Lance Corporal,Fireteam Leader,Duros2.png
Duros,Promotion/Role,17 December 2022,,,Private,Reservist,Duros2.png
Duros,Promotion/Role,19 February 2023,,,Private,Section Medic,Duros2.png
Duros,Promotion/Role,04 June 2023,,,Private Proficient,Section Medic,Duros2.png
Duros,Promotion/Role,16 November 2022,,,Recruit,Reservist,Duros2.png
Duros,Promotion/Role,01 May 2026,,,Senior Corporal,Section Commander,Duros2.png
Duros,Promotion/Role,11 February 2026,,,Senior Leading Private,Medic,Duros2.png
Duros,Promotion/Role,16 November 2024,,,Senior Private,Reservist,Duros2.png
Duros,Promotion/Role,23 May 2025,,,Senior Private,Reservist,Duros2.png
Duros,Promotion/Role,25 May 2025,,,Senior Private,Section Medic,Duros2.png
Duros,Promotion/Role,02 February 2026,,,Senior Private,Medic,Duros2.png
Elvera,Award,05 November 2023,1 Year Service Citation,Service Citation,,,Elvera1.png
Elvera,Award,02 November 2024,2 Year Service Citation,Service Citation,,,Elvera1.png
Elvera,Award,02 November 2025,3 Year Service Citation,Service Citation,,,Elvera1.png
Elvera,Award,02 September 2023,Campaign Medallion,Operational Service Citation,,,Elvera1.png
Elvera,Award,02 June 2024,"Campaign Medallion, First Clasp",Operational Service Citation,,,Elvera1.png
Elvera,Award,30 April 2023,Group Development,Non Operational Award,,,Elvera1.png
Elvera,Award,02 September 2023,Instructor Award,Non Operational Award,,,Elvera1.png
Elvera,Promotion/Role,04 December 2022,,,Flight Lieutenant,Pilot,Elvera2.png
Elvera,Promotion/Role,20 March 2023,,,Flight Lieutenant,Pilot,Elvera2.png
Elvera,Promotion/Role,19 November 2023,,,Lieutenant,Platoon Commander,Elvera2.png
Elvera,Promotion/Role,03 November 2022,,,Private,Reservist,Elvera2.png
Elvera,Promotion/Role,06 March 2023,,,Private,Reservist,Elvera2.png
Elvera,Promotion/Role,02 June 2023,,,Private,Reservist,Elvera2.png
Elvera,Promotion/Role,04 June 2023,,,Private Proficient,Reservist,Elvera2.png
Elvera,Promotion/Role,17 June 2023,,,Private Proficient,Medic,Elvera2.png
Elvera,Promotion/Role,31 October 2022,,,Recruit,Reservist,Elvera2.png
Elvera,Promotion/Role,06 December 2025,,,Senior Leading Private,Reservist,Elvera2.png
Elvera,Promotion/Role,16 November 2024,,,Senior Leading Signaller,Platoon Signaller,Elvera2.png
Elvera,Promotion/Role,27 August 2025,,,Senior Private,Reservist,Elvera2.png
Elvera,Promotion/Role,21 October 2024,,,Signaller,Platoon Signaller,Elvera2.png
Elvera,Promotion/Role,09 July 2023,,,Wing Commander,Flight Commander,Elvera2.png
